motor_power.measured_dc_voltage_v,motor_power.calculated_dc_current_a,motor_power.motor_current_limit_arms,motor_speed.quadrature_current,motor_speed.direct_current,motor_speed.motor_speed,motor_safety.protection_code,motor_safety.safety_error_code,motor_safety.motor_temp,motor_safety.inverter_bridge_temp,motor_safety.bus_cap_temp,motor_safety.pwm_status,motor_control.current_reference,motor_control.discharge_limit_pct,motor_control.charge_limit_pct,motor_error.motor_state,pedal.pedal_supply_voltage,pedal.pedal_position_pct,pedal.pedal_raw_1,pedal.pedal_raw_2,pedal.tx_value,pedal.use_pedal,motor_prot1.can_timeout_ms,motor_prot1.dc_regen_current_limit_neg_a,motor_prot1.dc_traction_current_limit_a,motor_prot1.stall_protection_type,motor_prot1.stall_protection_time_ms,motor_prot1.stall_protection_current_a,motor_prot1.overspeed_protection_speed_rpm,motor_prot2.max_motor_temp_c,motor_prot2.motor_temp_high_gain_a_per_c,motor_prot2.max_inverter_temp_c,motor_prot2.inverter_temp_high_gain_a_per_c,motor_prot2.id_overcurrent_limit_a,motor_prot2.overvoltage_limit_v,motor_prot2.shutdown_voltage_limit_v
31.125000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6228.000000,-2.000000,-2.000000,-2.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
31.000000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6231.000000,-5.000000,-2.000000,-5.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
30.750000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6234.000000,-4.000000,-2.000000,-4.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
30.625000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6228.000000,-5.000000,-2.000000,-5.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
30.375000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6231.000000,-4.000000,-2.000000,-4.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
30.250000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6228.000000,-3.000000,-2.000000,-3.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
30.125000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6228.000000,-5.000000,-2.000000,-5.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
30.000000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6228.000000,-5.000000,-2.000000,-5.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
29.750000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6228.000000,-3.000000,-2.000000,-3.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
29.625000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6228.000000,-7.000000,-2.000000,-7.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
29.500000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6228.000000,-7.000000,-2.000000,-7.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
29.250000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6228.000000,-4.000000,-2.000000,-4.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
29.125000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6228.000000,-5.000000,-2.000000,-5.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
29.000000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6231.000000,-4.000000,-2.000000,-4.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
28.750000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6228.000000,-2.000000,-2.000000,-2.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
28.500000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6228.000000,-7.000000,-2.000000,-7.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
28.375000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6228.000000,-4.000000,-2.000000,-4.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
28.250000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6228.000000,-5.000000,-2.000000,-5.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
28.000000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6231.000000,-3.000000,-2.000000,-3.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
27.875000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6231.000000,-4.000000,-2.000000,-4.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
27.750000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6231.000000,-7.000000,-2.000000,-7.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
27.625000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6231.000000,-5.000000,-2.000000,-5.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
27.500000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6231.000000,-5.000000,-2.000000,-5.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
27.250000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6228.000000,-2.000000,-2.000000,-2.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
27.125000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6231.000000,-2.000000,-2.000000,-1.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
27.000000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6231.000000,-5.000000,-2.000000,-5.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
26.875000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6231.000000,-5.000000,-2.000000,-5.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
26.750000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6231.000000,-6.000000,-2.000000,-6.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
26.500000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6231.000000,-5.000000,-2.000000,-5.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
26.375000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6228.000000,-6.000000,-2.000000,-6.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
26.250000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6228.000000,-2.000000,-2.000000,-1.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
26.125000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6231.000000,-4.000000,-2.000000,-4.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
26.000000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6231.000000,-5.000000,-2.000000,-5.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
25.750000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6231.000000,-6.000000,-2.000000,-6.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
25.750000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6231.000000,-4.000000,-2.000000,-4.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
25.500000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6228.000000,-5.000000,-2.000000,-5.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
25.375000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6231.000000,-4.000000,-2.000000,-4.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
25.250000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6231.000000,-4.000000,-2.000000,-4.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
25.125000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6228.000000,-4.000000,-2.000000,-4.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
25.000000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6231.000000,-6.000000,-2.000000,-6.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
24.875000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6228.000000,-4.000000,-2.000000,-4.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
24.750000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6228.000000,-3.000000,-2.000000,-3.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
24.625000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6231.000000,-4.000000,-2.000000,-4.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
24.500000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6228.000000,-4.000000,-2.000000,-4.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
24.375000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6231.000000,-4.000000,-2.000000,-4.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
24.125000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6231.000000,-2.000000,-2.000000,-2.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
24.000000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6228.000000,-4.000000,-2.000000,-4.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
23.875000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6228.000000,-2.000000,-2.000000,0.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
23.750000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6231.000000,-5.000000,-2.000000,-5.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
23.625000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6231.000000,-2.000000,-2.000000,-2.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
23.500000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6231.000000,-6.000000,-2.000000,-6.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
23.375000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6231.000000,-2.000000,-2.000000,0.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
23.250000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6228.000000,-5.000000,-2.000000,-5.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
23.125000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6228.000000,-4.000000,-2.000000,-4.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
23.000000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6228.000000,-2.000000,-2.000000,-2.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
22.875000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6231.000000,-8.000000,-2.000000,-8.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
22.750000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6231.000000,-2.000000,-2.000000,-2.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
22.625000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6228.000000,-6.000000,-2.000000,-6.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
22.500000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6231.000000,-5.000000,-2.000000,-5.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
22.375000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6231.000000,-2.000000,-2.000000,-2.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
22.250000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6231.000000,-7.000000,-2.000000,-7.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
22.125000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6228.000000,-5.000000,-2.000000,-5.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
22.125000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6231.000000,-2.000000,-2.000000,-2.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
21.875000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6228.000000,-4.000000,-2.000000,-4.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
21.875000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6231.000000,-6.000000,-2.000000,-6.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
21.625000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6243.000000,-5.000000,-2.000000,-5.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
21.625000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6231.000000,-4.000000,-2.000000,-4.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
21.500000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6231.000000,-4.000000,-2.000000,-4.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
21.250000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6231.000000,-4.000000,-2.000000,-4.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
21.125000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6231.000000,-6.000000,-2.000000,-6.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
21.000000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6231.000000,-6.000000,-2.000000,-6.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
20.875000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6231.000000,-4.000000,-2.000000,-4.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
20.750000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6231.000000,-4.000000,-2.000000,-4.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
20.625000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6234.000000,-3.000000,-2.000000,-3.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
20.500000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6231.000000,-3.000000,-2.000000,-3.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
20.500000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6228.000000,-2.000000,-2.000000,-2.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
20.375000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6231.000000,-2.000000,-2.000000,-2.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
20.250000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6231.000000,-2.000000,-2.000000,-2.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
20.125000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6228.000000,-5.000000,-2.000000,-5.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
20.000000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6228.000000,-3.000000,-2.000000,-3.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
19.875000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6231.000000,-4.000000,-2.000000,-4.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
19.750000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6228.000000,-6.000000,-2.000000,-6.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
19.625000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6228.000000,-7.000000,-2.000000,-7.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
19.625000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6231.000000,-7.000000,-2.000000,-7.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
19.500000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6231.000000,-7.000000,-2.000000,-7.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
19.375000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6231.000000,-6.000000,-2.000000,-6.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
19.250000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6231.000000,-4.000000,-2.000000,-4.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
19.125000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6231.000000,-5.000000,-2.000000,-5.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
19.000000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6234.000000,-3.000000,-2.000000,-3.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
19.000000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6234.000000,-4.000000,-2.000000,-4.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
18.875000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6228.000000,-4.000000,-2.000000,-4.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
18.750000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6231.000000,-4.000000,-2.000000,-4.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
18.625000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6231.000000,-4.000000,-2.000000,-4.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
18.500000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6228.000000,-4.000000,-2.000000,-4.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
18.375000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6228.000000,-5.000000,-2.000000,-5.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
18.375000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6228.000000,-6.000000,-2.000000,-6.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
18.250000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6228.000000,-3.000000,-1.000000,-3.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
18.125000,0.000000,0.000000,0.000000,0.000000,0,0,22,55,91,87,0,0,0,0,0,6231.000000,-6.000000,-2.000000,-6.000000,0,1,500,280,279,1,248,250,0,110,10,65,15,300,390,80
